text	frequency
过去	0.00037153522909717243
那些	0.00037153522909717243
产品	0.0003630780547701014
会议	0.0003630780547701014
单位	0.0003630780547701014
即	0.0003630780547701014
完全	0.0003630780547701014
建立	0.0003630780547701014
得到	0.0003630780547701014
有关	0.0003630780547701014
生产	0.0003630780547701014
相关	0.0003630780547701014
道	0.0003630780547701014
国内	0.00035481338923357532
天	0.00035481338923357532
委员会	0.00035481338923357532
总	0.00035481338923357532
然后	0.00035481338923357532
选择	0.00035481338923357532
那个	0.00035481338923357532
一切	0.00034673685045253169
一次	0.00034673685045253169
人口	0.00034673685045253169
另	0.00034673685045253169
应	0.00034673685045253169
无法	0.00034673685045253169
正	0.00034673685045253169
管理	0.00034673685045253169
能够	0.00034673685045253169
记者	0.00034673685045253169
进入	0.00034673685045253169
领导	0.00034673685045253169
s	0.00033884415613920241
上海	0.00033884415613920241
个人	0.00033884415613920241
便	0.00033884415613920241
党	0.00033884415613920241
间	0.00033884415613920241
一般	0.0003311311214825911
发	0.0003311311214825911
名	0.0003311311214825911
完成	0.0003311311214825911
干	0.0003311311214825911
本	0.0003311311214825911
环境	0.0003311311214825911
网络	0.0003311311214825911
达	0.0003311311214825911
一点	0.0003235936569296281
保护	0.0003235936569296281
找	0.0003235936569296281
提出	0.0003235936569296281
民主	0.0003235936569296281
甚至	0.0003235936569296281
称	0.0003235936569296281
事件	0.00031622776601683794
当然	0.00031622776601683794
您	0.00031622776601683794
机构	0.00031622776601683794
法律	0.00031622776601683794
玩	0.00031622776601683794
视频	0.00031622776601683794
过程	0.00031622776601683794
0.0	0.00030902954325135921
准备	0.00030902954325135921
县	0.00030902954325135921
受	0.00030902954325135921
直接	0.00030902954325135921
真	0.00030902954325135921
设计	0.00030902954325135921
进	0.00030902954325135921
之间	0.00030199517204020158
事情	0.00030199517204020158
人员	0.00030199517204020158
信息	0.00030199517204020158
哪里	0.00030199517204020158
处	0.00030199517204020158
女	0.00030199517204020158
存在	0.00030199517204020158
学习	0.00030199517204020158
总统	0.00030199517204020158
成功	0.00030199517204020158
或者	0.00030199517204020158
战争	0.00030199517204020158
报告	0.00030199517204020158
最大	0.00030199517204020158
每	0.00030199517204020158
比较	0.00030199517204020158
照片	0.00030199517204020158
种	0.00030199517204020158
英国	0.00030199517204020158
各	0.00029512092266663868
市	0.00029512092266663868
接受	0.00029512092266663868
改变	0.00029512092266663868
政策	0.00029512092266663868
方法	0.00029512092266663868
时期	0.00029512092266663868
正在	0.00029512092266663868
科技	0.00029512092266663868
项目	0.00029512092266663868
一下	0.00028840315031266055
不断	0.00028840315031266055
以后	0.00028840315031266055
位	0.00028840315031266055
作	0.00028840315031266055
合作	0.00028840315031266055
故事	0.00028840315031266055
方面	0.00028840315031266055
有些	0.00028840315031266055
未	0.00028840315031266055
次	0.00028840315031266055
省	0.00028840315031266055
网	0.00028840315031266055
老	0.00028840315031266055
认识	0.00028840315031266055
资源	0.00028840315031266055
集团	0.00028840315031266055
专业	0.0002818382931264455
之前	0.0002818382931264455
任务	0.0002818382931264455
原因	0.0002818382931264455
参与	0.0002818382931264455
外	0.0002818382931264455
女人	0.0002818382931264455
小时	0.0002818382931264455
成立	0.0002818382931264455
是否	0.0002818382931264455
科学	0.0002818382931264455
经	0.0002818382931264455
规定	0.0002818382931264455
举行	0.00027542287033381662
了解	0.00027542287033381662
副	0.00027542287033381662
处理	0.00027542287033381662
多少	0.00027542287033381662
感觉	0.00027542287033381662
拥有	0.00027542287033381662
时代	0.00027542287033381662
电话	0.00027542287033381662
能力	0.00027542287033381662
艺术	0.00027542287033381662
解决	0.00027542287033381662
马	0.00027542287033381662
传统	0.00026915348039269167
全球	0.00026915348039269167
其实	0.00026915348039269167
机会	0.00026915348039269167
独立	0.00026915348039269167
美	0.00026915348039269167
行	0.00026915348039269167
行为	0.00026915348039269167
超过	0.00026915348039269167
路	0.00026915348039269167
连	0.00026915348039269167
韩国	0.00026915348039269167
产生	0.00026302679918953814
人类	0.00026302679918953814
分析	0.00026302679918953814
制	0.00026302679918953814
各种	0.00026302679918953814
告诉	0.00026302679918953814
它们	0.00026302679918953814
手机	0.00026302679918953814
投资	0.00026302679918953814
拿	0.00026302679918953814
期间	0.00026302679918953814
法国	0.00026302679918953814
目标	0.00026302679918953814
真正	0.00026302679918953814
调查	0.00026302679918953814
世纪	0.00025703957827688648
严重	0.00025703957827688648
仍	0.00025703957827688648
军	0.00025703957827688648
同	0.00025703957827688648
哪	0.00025703957827688648
增加	0.00025703957827688648
帮助	0.00025703957827688648
并且	0.00025703957827688648
行动	0.00025703957827688648
造成	0.00025703957827688648
of	0.00025118864315095795
作品	0.00025118864315095795
先	0.00025118864315095795
占	0.00025118864315095795
受到	0.00025118864315095795
台	0.00025118864315095795
基础	0.00025118864315095795
家庭	0.00025118864315095795
工业	0.00025118864315095795
杀	0.00025118864315095795
相信	0.00025118864315095795
第一	0.00025118864315095795
负责	0.00025118864315095795
二	0.00024547089156850313
住	0.00024547089156850313
具有	0.00024547089156850313
学	0.00024547089156850313
实现	0.00024547089156850313
怎样	0.00024547089156850313
据	0.00024547089156850313
控制	0.00024547089156850313
根本	0.00024547089156850313
男人	0.00024547089156850313
结束	0.00024547089156850313
非	0.00024547089156850313
t	0.00023988329190194899
书	0.00023988329190194899
亦	0.00023988329190194899
别	0.00023988329190194899
努力	0.00023988329190194899
只要	0.00023988329190194899
回	0.00023988329190194899
如此	0.00023988329190194899
媒体	0.00023988329190194899
才能	0.00023988329190194899
整个	0.00023988329190194899
来自	0.00023988329190194899
经过	0.00023988329190194899
群众	0.00023988329190194899
选举	0.00023988329190194899
00%	0.00023442288153199226
以下	0.00023442288153199226
利用	0.00023442288153199226
制度	0.00023442288153199226
我国	0.00023442288153199226
欧洲	0.00023442288153199226
每个	0.00023442288153199226
比赛	0.00023442288153199226
表现	0.00023442288153199226
达到	0.00023442288153199226
主席	0.00022908676527677723
以上	0.00022908676527677723
以来	0.00022908676527677723
几个	0.00022908676527677723
办法	0.00022908676527677723
图片	0.00022908676527677723
年代	0.00022908676527677723
开发	0.00022908676527677723
心	0.00022908676527677723
成员	0.00022908676527677723
未来	0.00022908676527677723
讲	0.00022908676527677723
革命	0.00022908676527677723
0.00	0.000223872113856834
价值	0.000223872113856834
反	0.000223872113856834
基本	0.000223872113856834
导致	0.000223872113856834
条	0.000223872113856834
注意	0.000223872113856834
的话	0.000223872113856834
离开	0.000223872113856834
送	0.000223872113856834
除了	0.000223872113856834
加入	0.00021877616239495518
反对	0.00021877616239495518
发布	0.00021877616239495518
啦	0.00021877616239495518
属于	0.00021877616239495518
建筑	0.00021877616239495518
形成	0.00021877616239495518
数据	0.00021877616239495518
版	0.00021877616239495518
行政	0.00021877616239495518
银行	0.00021877616239495518
音乐	0.00021877616239495518
0	0.00021379620895022324
之一	0.00021379620895022324
变化	0.00021379620895022324
增长	0.00021379620895022324
官方	0.00021379620895022324
德国	0.00021379620895022324
性	0.00021379620895022324
指	0.00021379620895022324
是不是	0.00021379620895022324
显示	0.00021379620895022324
经验	0.00021379620895022324
语言	0.00021379620895022324
00000	0.00020892961308540387
and	0.00020892961308540387
专家	0.00020892961308540387
价格	0.00020892961308540387
医院	0.00020892961308540387
均	0.00020892961308540387
建议	0.00020892961308540387
怎么样	0.00020892961308540387
指出	0.00020892961308540387
期	0.00020892961308540387
权利	0.00020892961308540387
条件	0.00020892961308540387
来说	0.00020892961308540387
标准	0.00020892961308540387
法	0.00020892961308540387
说明	0.00020892961308540387
这次	0.00020892961308540387
部门	0.00020892961308540387
m	0.00020417379446695296
全	0.00020417379446695296
变	0.00020417379446695296
可是	0.00020417379446695296
改革	0.00020417379446695296
母亲	0.00020417379446695296
米	0.00020417379446695296
系列	0.00020417379446695296
联系	0.00020417379446695296
警察	0.00020417379446695296
记录	0.00020417379446695296
不仅	0.00019952623149688788
人物	0.00019952623149688788
共	0.00019952623149688788
别人	0.00019952623149688788
后来	0.00019952623149688788
女性	0.00019952623149688788
意见	0.00019952623149688788
执行	0.00019952623149688788
最高	0.00019952623149688788
机关	0.00019952623149688788
水	0.00019952623149688788
生	0.00019952623149688788
用户	0.00019952623149688788
确定	0.00019952623149688788
解释	0.00019952623149688788
中央	0.00019498445997580456
以前	0.00019498445997580456
俄罗斯	0.00019498445997580456
先生	0.00019498445997580456
关注	0.00019498445997580456
分别	0.00019498445997580456
区域	0.00019498445997580456
工程	0.00019498445997580456
父亲	0.00019498445997580456
理论	0.00019498445997580456
简单	0.00019498445997580456
结构	0.00019498445997580456
综合	0.00019498445997580456
老师	0.00019498445997580456
讨论	0.00019498445997580456
证明	0.00019498445997580456
采用	0.00019498445997580456
in	0.00019054607179632462
一位	0.00019054607179632462
不到	0.00019054607179632462
儿子	0.00019054607179632462
全部	0.00019054607179632462
公开	0.00019054607179632462
发表	0.00019054607179632462
宣布	0.00019054607179632462
当地	0.00019054607179632462
最近	0.00019054607179632462
派	0.00019054607179632462
社区	0.00019054607179632462
自然	0.00019054607179632462
那里	0.00019054607179632462
今年	0.00018620871366628676
介绍	0.00018620871366628676
以为	0.00018620871366628676
功能	0.00018620871366628676
坚持	0.00018620871366628676
学院	0.00018620871366628676
意思	0.00018620871366628676
找到	0.00018620871366628676
提高	0.00018620871366628676
搞	0.00018620871366628676
范围	0.00018620871366628676
车	0.00018620871366628676
b	0.00018197008586099826
例如	0.00018197008586099826
共同	0.00018197008586099826
农业	0.00018197008586099826
力量	0.00018197008586099826
原	0.00018197008586099826
取得	0.00018197008586099826
同样	0.00018197008586099826
土地	0.00018197008586099826
实施	0.00018197008586099826
手	0.00018197008586099826
旅游	0.00018197008586099826
正式	0.00018197008586099826
民族	0.00018197008586099826
类	0.00018197008586099826
级	0.00018197008586099826
组成	0.00018197008586099826
i	0.00017782794100389227
一天	0.00017782794100389227
些	0.00017782794100389227
保证	0.00017782794100389227
健康	0.00017782794100389227
场	0.00017782794100389227
大量	0.00017782794100389227
实际	0.00017782794100389227
容易	0.00017782794100389227
开放	0.00017782794100389227
持续	0.00017782794100389227
权力	0.00017782794100389227
永远	0.00017782794100389227
消息	0.00017782794100389227
然而	0.00017782794100389227
电视	0.00017782794100389227
看看	0.00017782794100389227
精神	0.00017782794100389227
考虑	0.00017782794100389227
重点	0.00017782794100389227
位于	0.00017378008287493763
免费	0.00017378008287493763
印度	0.00017378008287493763
变成	0.00017378008287493763
另外	0.00017378008287493763
型	0.00017378008287493763
声音	0.00017378008287493763
女儿	0.00017378008287493763
妈妈	0.00017378008287493763
应用	0.00017378008287493763
想要	0.00017378008287493763
按	0.00017378008287493763
明白	0.00017378008287493763
最终	0.00017378008287493763
汽车	0.00017378008287493763
相当	0.00017378008287493763
空间	0.00017378008287493763
线	0.00017378008287493763
终于	0.00017378008287493763
美元	0.00017378008287493763
设备	0.00017378008287493763
足球	0.00017378008287493763
里面	0.00017378008287493763
领域	0.00017378008287493763
产业	0.00016982436524617443
亿	0.00016982436524617443
作用	0.00016982436524617443
几乎	0.00016982436524617443
分钟	0.00016982436524617443
十分	0.00016982436524617443
哦	0.00016982436524617443
回来	0.00016982436524617443
意义	0.00016982436524617443
报	0.00016982436524617443
文章	0.00016982436524617443
生命	0.00016982436524617443
男	0.00016982436524617443
若	0.00016982436524617443
跑	0.00016982436524617443
靠	0.00016982436524617443
面积	0.00016982436524617443
亚洲	0.00016595869074375615
加	0.00016595869074375615
原来	0.00016595869074375615
名字	0.00016595869074375615
唯一	0.00016595869074375615
少	0.00016595869074375615
居民	0.00016595869074375615
所谓	0.00016595869074375615
拉	0.00016595869074375615
曾经	0.00016595869074375615
真是	0.00016595869074375615
结合	0.00016595869074375615
统一	0.00016595869074375615
而是	0.00016595869074375615
肯定	0.00016595869074375615
队	0.00016595869074375615
c	0.00016218100973589298
com	0.00016218100973589298
三个	0.00016218100973589298
且	0.00016218100973589298
人士	0.00016218100973589298
低	0.00016218100973589298
军队	0.00016218100973589298
大陆	0.00016218100973589298
官员	0.00016218100973589298
引起	0.00016218100973589298
拍	0.00016218100973589298
放	0.00016218100973589298
明显	0.00016218100973589298
现场	0.00016218100973589298
现象	0.00016218100973589298
目的	0.00016218100973589298
确实	0.00016218100973589298
稳定	0.00016218100973589298
系	0.00016218100973589298
重新	0.00016218100973589298
门	0.00016218100973589298
加强	0.00015848931924611142
完	0.00015848931924611142
式	0.00015848931924611142
强调	0.00015848931924611142
总是	0.00015848931924611142
教师	0.00015848931924611142
模式	0.00015848931924611142
死亡	0.00015848931924611142
穿	0.00015848931924611142
笑	0.00015848931924611142
职业	0.00015848931924611142
联合	0.00015848931924611142
西	0.00015848931924611142
西方	0.00015848931924611142
近	0.00015848931924611142
金	0.00015848931924611142
也许	0.00015488166189124811
军事	0.00015488166189124811
宣传	0.00015488166189124811
属	0.00015488166189124811
带来	0.00015488166189124811
平台	0.00015488166189124811
强	0.00015488166189124811
更加	0.00015488166189124811
每天	0.00015488166189124811
电子	0.00015488166189124811
节目	0.00015488166189124811
越	0.00015488166189124811
选	0.00015488166189124811
阅读	0.00015488166189124811
难	0.00015488166189124811
一年	0.00015135612484362088
一条	0.00015135612484362088
事实	0.00015135612484362088
任	0.00015135612484362088
公民	0.00015135612484362088
办	0.00015135612484362088
四	0.00015135612484362088
实行	0.00015135612484362088
小说	0.00015135612484362088
张	0.00015135612484362088
感到	0.00015135612484362088
愿意	0.00015135612484362088
抓	0.00015135612484362088
有没有	0.00015135612484362088
来源	0.00015135612484362088
现代	0.00015135612484362088
理解	0.00015135612484362088
知识	0.00015135612484362088
行业	0.00015135612484362088
谈	0.00015135612484362088
责任	0.00015135612484362088
转	0.00015135612484362088
长期	0.00015135612484362088
飞机	0.00015135612484362088
l	0.00014791083881682073
下来	0.00014791083881682073
东	0.00014791083881682073
仅	0.00014791083881682073
保持	0.00014791083881682073
内部	0.00014791083881682073
农民	0.00014791083881682073
减少	0.00014791083881682073
动	0.00014791083881682073
卖	0.00014791083881682073
失去	0.00014791083881682073
女孩	0.00014791083881682073
字	0.00014791083881682073
帮	0.00014791083881682073
形式	0.00014791083881682073
报道	0.00014791083881682073
攻击	0.00014791083881682073
最好	0.00014791083881682073
机场	0.00014791083881682073
欢迎	0.00014791083881682073
状态	0.00014791083881682073
狗	0.00014791083881682073
看见	0.00014791083881682073
真实	0.00014791083881682073
经历	0.00014791083881682073
至少	0.00014791083881682073
规模	0.00014791083881682073
进一步	0.00014791083881682073
错误	0.00014791083881682073
黑	0.00014791083881682073
交易	0.0001445439770745928
仍然	0.0001445439770745928
动物	0.0001445439770745928
反应	0.0001445439770745928
只能	0.0001445439770745928
届	0.0001445439770745928
思想	0.0001445439770745928
承认	0.0001445439770745928
担心	0.0001445439770745928
早	0.0001445439770745928
此外	0.0001445439770745928
清楚	0.0001445439770745928
相	0.0001445439770745928
积极	0.0001445439770745928
经常	0.0001445439770745928
经营	0.0001445439770745928
绝对	0.0001445439770745928
花	0.0001445439770745928
苏联	0.0001445439770745928
谢谢	0.0001445439770745928
身体	0.0001445439770745928
那样	0.0001445439770745928
部	0.0001445439770745928
采取	0.0001445439770745928
黄	0.0001445439770745928
一名	0.00014125375446227541
不想	0.00014125375446227541
主	0.00014125375446227541
体育	0.00014125375446227541
农村	0.00014125375446227541
分享	0.00014125375446227541
到底	0.00014125375446227541
同意	0.00014125375446227541
和平	0.00014125375446227541
好像	0.00014125375446227541
子	0.00014125375446227541
尤其	0.00014125375446227541
尽管	0.00014125375446227541
方案	0.00014125375446227541
段	0.00014125375446227541
每年	0.00014125375446227541
第一次	0.00014125375446227541
观点	0.00014125375446227541
青年	0.00014125375446227541
件	0.00013803842646028852
信	0.00013803842646028852
公布	0.00013803842646028852
关	0.00013803842646028852
创新	0.00013803842646028852
创造	0.00013803842646028852
协议	0.00013803842646028852
即使	0.00013803842646028852
在于	0.00013803842646028852
外国	0.00013803842646028852
她们	0.00013803842646028852
工具	0.00013803842646028852
总理	0.00013803842646028852
提	0.00013803842646028852
无论	0.00013803842646028852
晚上	0.00013803842646028852
正常	0.00013803842646028852
算	0.00013803842646028852
类似	0.00013803842646028852
设立	0.00013803842646028852
资金	0.00013803842646028852
限制	0.00013803842646028852
一场	0.00013489628825916533
不再	0.00013489628825916533
五	0.00013489628825916533
交通	0.00013489628825916533
令	0.00013489628825916533
利益	0.00013489628825916533
制作	0.00013489628825916533
加拿大	0.00013489628825916533
压力	0.00013489628825916533
宪法	0.00013489628825916533
方向	0.00013489628825916533
有点	0.00013489628825916533
电脑	0.00013489628825916533
破坏	0.00013489628825916533
突然	0.00013489628825916533
管	0.00013489628825916533
规律	0.00013489628825916533
说话	0.00013489628825916533
部长	0.00013489628825916533
金融	0.00013489628825916533
错	0.00013489628825916533
需	0.00013489628825916533
不了	0.00013182567385564074
不错	0.00013182567385564074
中共	0.00013182567385564074
主任	0.00013182567385564074
举办	0.00013182567385564074
交流	0.00013182567385564074
作者	0.00013182567385564074
刚	0.00013182567385564074
制造	0.00013182567385564074
医疗	0.00013182567385564074
原则	0.00013182567385564074
同志	0.00013182567385564074
团体	0.00013182567385564074
委员	0.00013182567385564074
宗教	0.00013182567385564074
意识	0.00013182567385564074
正确	0.00013182567385564074
版本	0.00013182567385564074
看来	0.00013182567385564074
训练	0.00013182567385564074
远	0.00013182567385564074
逐渐	0.00013182567385564074
销售	0.00013182567385564074
附近	0.00013182567385564074
000000	0.00012882495516931337
不少	0.00012882495516931337
人数	0.00012882495516931337
儿童	0.00012882495516931337
允许	0.00012882495516931337
出版	0.00012882495516931337
嘛	0.00012882495516931337
回到	0.00012882495516931337
国务院	0.00012882495516931337
失败	0.00012882495516931337
快乐	0.00012882495516931337
战略	0.00012882495516931337
推动	0.00012882495516931337
教授	0.00012882495516931337
有效	0.00012882495516931337
王	0.00012882495516931337
程度	0.00012882495516931337
编辑	0.00012882495516931337
联盟	0.00012882495516931337
质量	0.00012882495516931337
资本	0.00012882495516931337
还要	0.00012882495516931337
重	0.00012882495516931337
阶段	0.00012882495516931337
面	0.00012882495516931337
业务	0.00012589254117941674
今日	0.00012589254117941674
体系	0.00012589254117941674
倒	0.00012589254117941674
全面	0.00012589254117941674
协会	0.00012589254117941674
双方	0.00012589254117941674
困难	0.00012589254117941674
城	0.00012589254117941674
广告	0.00012589254117941674
态度	0.00012589254117941674
政权	0.00012589254117941674
数	0.00012589254117941674
数字	0.00012589254117941674
检查	0.00012589254117941674
武器	0.00012589254117941674
水平	0.00012589254117941674
状况	0.00012589254117941674
申请	0.00012589254117941674
神	0.00012589254117941674
第二	0.00012589254117941674
设	0.00012589254117941674
调整	0.00012589254117941674
购买	0.00012589254117941674
身上	0.00012589254117941674
需求	0.00012589254117941674
首先	0.00012589254117941674
n	0.00012302687708123811
几	0.00012302687708123811
危险	0.00012302687708123811
员	0.00012302687708123811
商业	0.00012302687708123811
团	0.00012302687708123811
大会	0.00012302687708123811
妇女	0.00012302687708123811
左右	0.00012302687708123811
广场	0.00012302687708123811
拒绝	0.00012302687708123811
既	0.00012302687708123811
权	0.00012302687708123811
求	0.00012302687708123811
治疗	0.00012302687708123811
现实	0.00012302687708123811
监督	0.00012302687708123811
网址	0.00012302687708123811
规划	0.00012302687708123811
速度	0.00012302687708123811
针对	0.00012302687708123811
面对	0.00012302687708123811
主题	0.00012022644346174131
事业	0.00012022644346174131
作家	0.00012022644346174131
入	0.00012022644346174131
再次	0.00012022644346174131
创作	0.00012022644346174131
及其	0.00012022644346174131
发行	0.00012022644346174131
召开	0.00012022644346174131
国外	0.00012022644346174131
多年	0.00012022644346174131
平均	0.00012022644346174131
广州	0.00012022644346174131
数量	0.00012022644346174131
文件	0.00012022644346174131
明天	0.00012022644346174131
群	0.00012022644346174131
评论	0.00012022644346174131
